subject,oneperson,multiple
1,1,
1,,1
1,,1
1,,1
1,,1
1,1,
1,,
1,1,
1,1,
1,1,
1,1,
1,,
1,,
1,,
1,,
1,,
1,1,
1,,
1,,1
1,,1
1,,1
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,,
1,1,
1,,
1,,1
1,,1
1,,
1,,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,,1
1,,1
1,,1
1,,1
1,,1
1,,1
1,,1
1,1,
1,1,
1,,1
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,1,
1,,1
1,,1
2,1,
2,1,
2,,1
2,,
2,1,
2,1,
2,,1
2,,1
2,,1
2,,1
2,,1
2,,1
2,,1
2,,1
2,,1
2,,
2,,
2,,
2,,
2,,
2,,
2,1,
2,1,
2,1,
2,,
2,,1
2,,1
2,1,
2,,1
2,,1
2,1,
2,1,
2,1,
2,,1
2,,1
2,,1
2,,1
2,1,
2,,1
2,,1
2,,1
2,,1
2,,1
2,,
2,,
2,,
2,,
2,,1
2,,1
2,,1
2,1,
2,,1
2,,1
2,,1
2,1,
2,,1
2,,1
2,,1
2,,1
2,,1
2,,1
2,,1
2,,1
2,,1
2,1,
2,1,
2,1,
2,1,
2,1,
2,,
2,,
2,,
2,,
2,,
3,,1
3,1,
3,,1
3,,1
3,,1
3,,1
3,,1
3,,1
3,,1
3,,1
3,,1
3,,1
3,,1
3,,1
3,,
3,1,
3,,1
3,,1
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,,1
3,,1
3,,1
3,,1
3,,1
3,,1
3,,1
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,,1
3,,1
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,1,
3,,
3,,
4,1,
4,1,
4,1,
4,1,
4,1,
4,1,
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,1,
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,1,
4,1,
4,1,
4,1,
4,1,
4,,1
4,,1
4,,1
4,1,
4,,1
4,,
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,,1
4,1,
4,1,
4,,1
4,1,
4,1,
4,1,
4,,1
4,,1
4,,1
4,1,
4,1,
4,1,
4,1,
4,1,
4,1,
6,1,
6,,1
6,,1
6,1,
6,1,
6,,1
6,,1
6,,1
6,,1
6,,1
6,,1
6,,1
6,,1
6,,1
6,,1
6,,1
6,1,
6,1,
6,,1
6,1,
6,1,
6,,1
6,,1
6,,1
6,,1
6,,1
6,,1
6,,1
6,1,
6,1,
6,1,
6,1,
6,,1
6,1,
6,1,
6,1,
6,,1
6,,1
6,1,
6,1,
6,1,
6,1,
6,1,
6,1,
6,1,
6,1,
6,1,
6,1,
6,,1
6,,1
6,,1
6,,1
6,,1
6,1,
6,1,
6,1,
6,1,
6,1,
6,,1
6,1,
6,,1
6,1,
6,1,
6,1,
6,1,
6,1,
6,1,
6,1,
6,,1
6,,1
6,,1
6,,1
7,1,
7,1,
7,1,
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,1,
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,,1
7,,1
7,1,
7,,1
7,,1
7,,1
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,1,
7,,1
7,,1
7,,1
7,,
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,,1
7,1,
7,,1
7,1,
7,1,
7,,1
7,,1
7,,1
7,1,
7,,1
7,,1
8,,1
8,1,
8,1,
8,,1
8,,1
8,,1
8,1,
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,1
8,,
8,,1
8,,1
8,1,
8,1,
8,,1
8,,1
9,1,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,1,
9,1,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,1,
9,,1
9,1,
9,1,
9,1,
9,1,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,,
9,1,
9,1,
9,1,
9,,1
9,,1
9,,1
9,,1
9,,1
9,,1
9,,1
9,1,
9,,1
9,,
9,,
9,,
9,,
9,,
9,,1
9,,1
9,,
9,,
9,,
9,,
9,,
9,,
10,1,
10,,1
10,,1
10,,1
10,,1
10,1,
10,1,
10,1,
10,1,
10,1,
10,,1
10,1,
10,1,
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,1,
10,,
10,1,
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,1,
10,1,
10,1,
10,1,
10,1,
10,1,
10,1,
10,1,
10,1,
10,1,
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,1,
10,1,
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,,1
10,1,
10,1,
10,,
10,,1
10,1,
10,1,
10,,1
10,1,
10,1,
10,,1
10,,1
11,,1
11,,1
11,,1
11,1,
11,1,
11,,1
11,,1
11,,1
11,1,
11,,1
11,1,
11,1,
11,1,
11,1,
11,,1
11,,1
11,,1
11,,1
11,1,
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,1,
11,,1
11,1,
11,,1
11,,1
11,1,
11,,1
11,,1
11,,1
11,1,
11,,1
11,,1
11,,1
11,,1
11,1,
11,1,
11,,1
11,,1
11,1,
11,,1
11,,1
11,,1
11,,1
11,,1
11,1,
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,1,
11,1,
11,1,
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,,1
11,1,
11,1,
11,,1
,,1
11,1,
11,,1
11,,1
,1,
11,,1
11,,1
,,1
11,,1
11,,1
11,,1
,,1
11,,1
11,,1
,,1
11,,1
11,,1
11,,1
12,1,
12,1,
12,1,
12,1,
12,,1
12,1,
12,1,
12,1,
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,1,
12,,1
12,,1
12,1,
12,1,
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,1,
12,1,
12,1,
12,,1
12,,1
12,,1
12,1,
12,1,
12,1,
12,1,
12,1,
12,1,
12,1,
12,1,
12,1,
12,1,
12,1,
12,,1
12,,1
12,1,
12,,1
12,1,
12,,1
12,,1
12,1,
12,1,
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,1,
12,1,
12,1,
12,,1
12,1,
12,1,
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,,1
12,1,
12,,1
12,,1
12,,1
12,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,
13,1,
13,1,
13,,1
13,1,
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,1,
13,,1
13,,1
13,,1
13,1,
13,,
13,,1
13,,1
13,1,
13,1,
13,1,
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,
13,,
13,1,
13,1,
13,,
13,,1
13,,1
13,,1
13,,1
13,,1
13,,
13,1,
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,
13,1,
13,1,
13,1,
13,,
13,1,
13,1,
13,,1
13,,1
13,,1
13,,1
13,,1
13,1,
13,1,
13,,1
13,1,
13,1,
13,1,
13,1,
13,1,
13,1,
13,1,
13,1,
13,1,
13,1,
13,1,
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,,1
13,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,,
14,,
14,,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,,1
14,,1
14,,1
14,,1
14,,1
14,1,
14,,1
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,,
14,1,
14,1,
14,,1
14,,1
14,,1
14,,1
14,1,
14,1,
14,1,
14,,1
14,,
14,1,
14,1,
14,1,
14,1,
14,,1
14,1,
14,1,
14,1,
14,1,
14,,
14,,
14,,1
14,,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,,
14,,
14,,1
14,,1
14,,
14,,
14,,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,,1
14,,1
14,,1
14,1,
14,1,
14,1,
14,1,
14,,1
14,,1
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
14,1,
15,1,
15,,1
15,,1
15,,1
15,,1
15,,1
15,1,
15,1,
15,1,
15,,
15,,
15,1,
15,1,
15,1,
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,1,
15,,1
15,,1
15,,1
15,1,
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,1,
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,1,
15,,1
15,1,
15,,1
15,,1
15,,1
15,,1
15,,1
15,,
15,,1
15,,1
15,,1
15,,1
15,,1
15,,
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
15,,1
17,1,
17,1,
17,1,
17,,1
17,,1
17,,
17,,1
17,,1
17,1,
17,1,
17,,1
17,,1
17,,1
17,,1
17,,1
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,,
17,1,
17,1,
17,1,
17,1,
17,,1
17,,1
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,,1
17,1,
17,1,
17,1,
17,1,
17,1,
17,,1
17,1,
17,,1
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,,1
17,,1
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,,1
17,,1
17,,1
17,,1
17,,1
17,,1
17,,1
17,,1
17,,1
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,,1
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,1,
17,,
19,1,
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,
19,,
19,,
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,1,
19,1,
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,1,
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
19,,1
20,1,
20,,1
20,,1
20,,1
20,,1
20,1,
20,1,
20,1,
20,1,
20,1,
20,1,
20,1,
20,,1
20,1,
20,,
20,1,
20,1,
20,1,
20,1,
20,1,
20,,1
20,1,
20,1,
20,1,
20,,
20,,
20,,
20,,
20,1,
20,,1
20,,1
20,1,
20,,1
20,,1
20,1,
20,,
20,,
20,,1
20,,1
20,,1
20,1,
20,1,
20,,1
20,,1
20,,1
20,,1
20,,1
20,,1
20,,1
20,,1
20,1,
20,,1
20,,1
20,,1
20,,1
20,,
20,1,
20,,1
20,1,
20,,1
20,,1
20,,1
20,,1
20,,1
20,,
20,,1
20,,1
20,,1
20,1,
20,,1
20,,1
20,1,
20,,1
20,,1
20,1,
20,,1
20,,1
20,,1
20,1,
20,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,,1
21,,1
21,,1
21,,1
21,,1
21,,1
21,,1
21,,1
21,,1
21,1,
21,1,
21,,1
21,,1
21,,1
21,1,
21,1,
21,1,
21,1,
21,1,
21,,1
21,,1
21,,1
21,,1
21,1,
21,,1
21,,1
21,1,
21,,1
21,,1
21,,1
21,1,
21,1,
21,,1
21,1,
21,,1
21,,1
21,,1
21,1,
21,1,
21,,1
21,,1
21,,1
21,,1
21,1,
21,1,
21,1,
21,1,
21,,1
21,,1
21,,1
21,,1
21,,1
21,,1
21,,1
21,,1
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
21,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,,1
22,,1
22,,1
22,1,
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,1,
22,1,
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,1,
22,1,
22,1,
22,1,
22,1,
22,,1
22,,1
22,,1
22,,1
22,,1
22,1,
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,,1
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
22,1,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,1,
23,,
23,,
23,,
23,,
23,,
23,,
23,,
23,,1
23,,1
23,,1
23,1,
23,,1
23,,1
23,,1
23,,1
23,1,
23,1,
23,1,
23,1,
23,1,
23,1,
23,,1
23,,1
23,,1
23,,1
23,,1
23,,1
23,1,
23,1,
23,1,
23,1,
23,1,
23,1,
23,1,
23,,1
23,,1
23,,1
23,,1
23,,1
23,,1
23,,1
23,1,
23,,1
23,,1
23,,1
23,,1
23,,1
23,,1
23,,1
23,1,
23,,1
23,1,
23,1,
23,2,
23,1,
23,,1
23,1,
23,1,
23,,
23,,
23,,
23,1,
23,,1
23,,1
23,,1
23,,1
23,1,
24,,1
24,,
24,,1
24,,1
24,1,
24,,1
24,1,
24,1,
24,1,
24,1,
24,,1
24,,1
24,1,
24,1,
24,,1
24,,1
24,,1
24,1,
24,1,
24,1,
24,1,
24,1,
24,,1
24,,1
24,1,
24,1,
24,1,
24,1,
24,1,
24,1,
24,,1
24,,1
24,,1
24,,1
24,,1
24,,1
25,1,
25,1,
25,1,
25,,1
25,,1
25,1,
25,1,
25,,1
25,,1
25,,1
25,,1
25,1,
25,,1
25,1,
25,1,
25,,
25,,
25,1,
25,1,
25,1,
25,,1
25,,1
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,,
25,,
25,,
25,,
25,,
25,,1
25,1,
25,1,
25,1,
25,1,
25,1,
25,,1
25,,1
25,,
25,1,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,1,
25,,1
25,1,
25,1,
25,1,
25,,1
25,1,
25,1,
25,1,
25,1,
25,,1
25,,1
25,1,
25,1,
26,,1
26,1,
26,,1
26,,1
26,,1
26,,1
26,,1
26,1,
26,,1
26,,1
26,1,
26,,
26,,1
26,,
26,,1
26,1,
26,1,
26,1,
26,1,
26,1,
26,,1
26,,1
26,,1
26,,1
26,,
26,1,
26,1,
26,1,
26,1,
26,1,
26,1,
26,,1
26,,1
26,,1
26,,1
26,,1
26,,1
26,,1
26,,1
26,,1
26,1,
26,1,
26,1,
26,1,
26,1,
26,1,
26,1,
26,1,
26,,1
26,,1
26,,1
26,,1
26,,1
27,1,
27,1,
27,1,
27,1,
27,1,
27,,1
27,,1
27,,1
27,1,
27,,1
27,,1
27,,1
27,,1
27,,
27,1,
27,1,
27,1,
27,1,
27,1,
27,1,
27,1,
27,1,
27,1,
27,,1
27,,1
27,1,
27,,1
27,,1
27,1,
27,1,
