subject,oneperson,multiple
55,1,
55,1,
55,1,
55,,
55,1,
55,1,
55,,
55,1,
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,,1
55,1,
55,,
55,,1
55,1,
55,1,
55,1,
55,,
55,,
55,,
55,1,
55,1,
55,1,
55,1,
55,,1
55,,
55,1,
55,1,
55,,1
55,,
55,,
55,,
55,1,
55,1,
55,1,
55,1,
55,1,
55,1,
55,1,
55,1,
55,1,
55,1,
55,1,
55,1,
55,1,
55,,
55,1,
55,1,
55,1,
55,,1
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,,
56,1,
56,1,
56,,
56,,
56,,
56,1,
56,1,
56,1,
56,,
56,,
56,,
56,,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,,1
56,1,
56,1,
56,1,
56,,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,1,
56,,
56,,
56,,1
56,1,
56,1,
56,1,
56,1,
56,,
56,1,
56,1,
56,1,
56,1,
56,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,,
57,1,
57,1,
57,,
57,1,
57,1,
57,1,
57,,1
57,,
57,,
57,1,
57,1,1
57,,1
57,1,
57,,
57,1,
57,1,
57,1,
57,,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,,
57,1,
57,1,
57,,1
57,1,
57,1,
57,1,
57,,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,,1
57,1,
57,,1
57,1,
57,1,
57,1,
57,1,
57,1,
57,,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,,1
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,,1
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,,1
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,1,
57,,
57,1,
57,1,
57,1,
58,,1
58,,1
58,,1
58,,
58,,
58,,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,1,
58,,
58,1,
58,1,
58,,
58,1,
58,1,
58,,1
58,,
60,1,
60,,1
60,,
60,,1
60,,1
60,1,
60,1,
60,1,
60,1,
60,1,
60,,
60,,
60,,
60,1,
60,,
60,1,
60,1,
60,1,
60,1,
60,,
60,,
60,,
60,,
60,1,
60,,1
60,,
60,,1
60,,
60,,
60,,
60,1,
60,,
60,,
60,,
60,,
60,,
60,,
60,,
60,,
60,,
60,,
60,,
60,,
60,,
60,,
60,1,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,1,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,,
61,1,
61,1,
61,1,
61,1,
61,1,
61,1,
61,1,
61,1,
61,,
61,,
61,,
61,,
61,,
61,1,
61,,
61,,
61,,
61,,
61,,
61,1,
61,1,
61,,
61,,
61,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,,1
62,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,1,
62,,1
62,,1
62,,1
62,,1
62,,1
62,,1
62,1,
62,1,
62,,
62,1,
62,1,
62,1,
62,1,
62,1,
62,,1
62,,1
62,,
62,,
62,,
62,,
62,,1
62,,1
62,,1
63,1,
63,,1
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,,
63,1,
63,1,
63,1,
63,1,
63,,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
63,1,
64,1,
64,,
64,,
64,,
64,,
64,1,
64,1,
64,1,
64,,1
64,1,
64,,
64,,
64,1,
64,,
64,,1
64,,1
64,,1
64,1,
64,1,
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,1,
64,,1
64,,1
64,,1
64,1,
64,1,
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,1,
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,
64,,1
64,,
64,,1
64,,
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,,1
64,1,
64,1,
64,,
64,1,
64,,
64,1,
64,1,
65,1,
65,1,
65,,
65,1,
65,,1
65,1,
65,,1
65,,1
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,,1
65,1,
65,1,
65,1,
65,,1
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,1,
65,,
65,1,
65,1,
65,1,
65,,1
65,1,
65,1,
65,1,
65,,1
65,1,
65,1,
65,,
65,,
65,,
65,1,
65,1,
65,1,
65,1,
66,1,
66,1,
66,1,
66,,1
66,1,
66,1,
66,1,
66,1,
66,1,
66,1,
66,1,
66,,1
66,1,
66,1,
66,1,
66,1,
66,1,
66,,1
66,1,
66,,1
66,1,
66,,1
66,,1
66,,1
66,,1
66,,1
66,1,
66,,1
66,1,
66,,1
66,,1
66,1,
66,1,
66,1,
66,1,
66,1,
66,1,
66,,1
66,1,
66,,1
66,1,
67,1,
67,1,
67,1,
67,1,
67,1,
67,1,
67,,
67,1,
67,1,
67,,1
67,,1
67,1,
67,1,
67,1,
67,1,
67,1,
67,,1
67,1,
67,1,
67,1,
67,,1
68,,
68,1,
68,1,
68,1,
68,,1
68,1,
68,,1
68,,1
68,1,
68,,
68,1,
68,,1
68,,1
68,1,
68,,1
68,,1
68,,1
68,,1
68,,
68,1,
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,
68,,1
68,,1
68,,1
68,,1
68,1,
68,1,
68,,1
68,,1
68,1,
68,1,
68,1,
68,1,
68,1,
68,1,
68,,1
68,,1
68,,1
68,1,
68,,
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,
68,,1
68,,1
68,1,
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,1,
68,1,
68,1,
68,,
68,,1
68,,1
68,,1
68,1,
68,,1
68,,1
68,1,
68,,1
68,,1
68,,1
68,1,
68,,1
68,,1
68,,1
68,,1
68,,1
68,1,
68,1,
68,1,
68,1,
68,,1
68,,
68,,1
68,1,
68,,1
68,,1
68,1,
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,1,
68,1,
68,,1
68,,1
68,,1
68,,1
68,,1
68,1,
68,,1
68,,1
68,,1
68,,1
68,1,
68,,1
68,,1
68,1,
68,1,
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,,1
68,1,
68,1,
68,,1
68,,
68,1,
68,,1
68,1,
68,,1
68,1,
68,,1
68,,1
68,,1
68,,1
68,1,
68,,1
68,,1
68,,1
68,,1
68,,1
68,1,
68,,1
68,,1
68,,1
68,1,
68,1,
69,1,
69,,
69,,
69,,
69,,1
69,,1
69,1,
69,1,
69,1,
69,1,
69,,1
69,,1
69,,1
69,,1
69,,1
69,1,
69,1,
69,1,
69,1,
69,1,
69,,1
69,,1
69,,1
69,,1
69,,1
69,,1
69,,1
69,1,
69,,1
69,,
69,1,
69,1,
69,1,
69,1,
69,1,
69,1,
69,,
69,1,
69,,
69,,
69,1,
69,1,
69,,
69,1,
69,1,
69,,1
69,,1
69,,1
70,1,
70,1,
70,,
70,,1
70,,
70,,1
70,,1
70,,
70,,1
70,,1
70,,1
70,1,
70,1,
70,,
70,1,
70,,1
70,,1
70,,1
70,,1
70,,1
70,,
70,,1
70,,1
70,1,
70,1,
70,1,
70,,1
70,,1
70,,1
70,1,
70,,1
70,,1
70,1,
70,,1
70,1,
70,1,
70,,
70,1,
70,,1
70,,1
70,1,
70,1,
70,1,
70,1,
70,1,
70,1,
70,,1
70,,1
70,,
70,,1
70,,1
70,1,
70,,1
70,,1
70,,
70,1,
70,,
70,1,
70,,1
70,,1
70,,
70,,1
70,1,
70,,1
70,,1
70,,1
70,,1
70,,1
70,,1
70,1,
70,,
70,,
70,,
70,,1
70,,
70,1,
71,,1
71,,1
71,1,
71,1,
71,1,
71,1,
71,1,
71,1,
71,1,
71,,1
71,1,
71,1,
71,1,
71,1,
71,1,
71,,1
71,,1
71,1,
71,1,
71,1,
71,1,
71,1,
71,1,
71,1,
71,1,
71,,
71,,
71,,
71,,
71,,1
71,,
71,1,
71,1,
71,,1
71,,1
71,,
71,,
71,,1
71,1,
71,,1
71,1,
71,1,
71,,1
71,,1
71,,1
71,1,
71,,1
71,1,
71,,
71,1,
71,1,
71,1,
71,1,
71,1,
71,1,
71,1,
71,1,
71,,1
71,1,
71,1,
71,1,
71,1,
71,,
71,1,
71,1,
71,1,
71,1,
71,1,
71,,1
71,1,
71,,1
71,,1
71,,1
71,,1
71,,1
71,,1
71,,1
71,,1
71,,1
71,1,
71,,1
71,1,
71,1,
71,1,
71,,1
71,,1
71,1,
71,,1
71,1,
71,,
71,,
71,1,
71,1,
71,,
71,,
71,,
71,,1
71,,1
71,1,
71,1,
71,1,
71,,
71,,
72,1,
72,1,
72,1,
72,,1
72,1,
72,,1
72,1,
72,1,
72,,1
72,1,
72,,1
72,,1
72,,1
72,,
72,1,
72,,
72,,
72,,
72,,
72,,
72,,
72,1,
72,,1
72,1,
72,1,
72,,
72,,
72,1,
72,,
72,1,
72,,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,1,
72,,
72,,1
72,,
72,,
72,,
72,1,
72,1,
72,1,
73,1,
73,,1
73,,1
73,,1
73,1,
73,1,
73,1,
73,1,
73,1,
73,,
73,1,
73,1,
73,,1
73,1,
73,1,
73,1,
73,,
73,1,
73,1,
73,,
73,1,
73,1,
73,,1
73,1,
73,,1
73,,1
73,,1
73,,1
73,1,
73,1,
73,,
73,1,
73,,1
73,,1
73,,1
73,,
73,,1
73,1,
73,1,
73,1,
73,,
73,1,
73,1,
73,1,
73,,1
73,,1
73,,1
73,,
73,,1
73,,1
73,,1
73,,1
73,,1
73,,1
73,1,
73,,1
74,,
74,1,
74,1,
74,1,
74,,1
74,,
74,,
74,,
74,,
74,,
74,,
74,1,
74,,
74,,
74,,
74,1,
74,,
74,,
74,,
74,1,
74,,
74,,
74,,
74,,
74,1,
74,1,
74,1,
74,1,
74,1,
74,,
74,1,
75,,1
75,,1
75,,1
75,,1
75,,1
75,,
75,,
75,1,
75,1,
75,1,
75,,1
75,,1
75,,1
75,,
75,,
75,1,
75,,
75,,1
75,,1
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,,1
75,,1
75,,1
75,,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,,1
75,1,
75,1,
75,1,
75,1,
75,,1
75,1,
75,1,
75,1,
75,1,
75,,1
75,1,
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
75,,
75,,1
75,1,
75,1,
75,1,
75,1,
75,1,
75,,1
75,,1
75,,1
75,,
75,,1
75,1,
75,,1
75,1,
75,,
75,,
75,1,
75,1,
75,1,
75,,1
75,,1
75,1,
75,1,
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
75,1,
75,,
75,1,
75,,1
75,,1
75,,1
75,,1
75,,1
75,,
75,,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,1,
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
75,,1
76,1,
76,1,
76,1,
76,,
76,,
76,,
76,,
76,,
76,,
76,,
76,,
76,,
76,,
76,,
76,,
76,,
76,1,
76,1,
76,1,
76,1,
76,,1
76,1,
76,1,
76,1,
76,1,
76,1,
76,1,
76,1,
76,1,
76,1,
76,1,
76,1,
76,,
76,1,
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,,1
76,1,
76,1,
76,1,
76,,
76,,1
76,,1
76,,1
76,1,
76,1,
76,1,
76,,1
76,,
76,,
76,,
76,,1
76,1,
76,1,
76,1,
76,,
76,1,
76,1,
76,1,
76,1,
76,1,
76,1,
76,1,
76,,1
76,1,
76,,1
76,1,
76,1,
76,,1
76,1,
76,,1
76,,
76,,
76,,
76,1,
76,1,
76,1,
76,,1
76,1,
76,1,
76,1,
76,1,
76,1,
76,1,
76,,
76,,
76,,
76,,
76,,1
76,,1
76,1,
76,,
76,1,
76,1,
76,1,
76,1,
76,1,
76,,1
76,,1
76,,1
76,,1
76,,1
76,1,
77,1,
77,1,
77,1,
77,1,
77,1,
77,1,
77,1,
77,,
77,1,
77,1,
77,1,
77,1,
77,1,
77,1,
77,1,
77,1,
77,,
77,,1
77,1,
77,1,
77,1,
77,,1
77,1,
77,1,
77,1,
77,1,
77,,1
77,,
77,,
77,,
77,,
77,1,
77,1,
77,1,
77,1,
77,1,
77,1,
77,,
77,,
77,,1
77,1,
77,1,
77,1,
77,1,
77,,1
77,,1
77,1,
77,1,
77,1,
77,1,
78,,1
78,1,
78,1,
78,1,
78,1,
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,
78,,
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,1
78,,
78,,
78,,
78,,
78,1,
78,1,
78,1,
78,1,
78,1,
78,1,
78,1,
78,1,
78,1,
78,1,
78,,1
78,1,
78,1,
78,1,
78,1,
78,1,
78,,
78,,
78,,
78,1,
78,1,
78,1,
78,1,
79,1,
79,,
79,,1
79,,
79,,
79,,
79,,
79,,
79,,
79,,
79,,
79,,
79,1,
79,,
79,1,
79,1,
79,,
79,,1
79,,1
79,1,
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,
79,1,
79,1,
79,,
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,1
79,,
79,,1
79,,1
79,,1
79,,1
79,1,
79,,1
79,,1
79,,
79,1,
79,,1
79,,
79,1,
79,1,
79,,1
79,,1
79,1,
79,1,
79,1,
79,1,
80,,
80,1,
80,1,
80,,1
80,1,
80,1,
80,1,
80,,1
80,1,
80,,1
80,,1
80,1,
80,,1
80,,1
80,,1
80,,1
80,,
80,1,
80,,1
80,,1
80,1,
80,,1
80,,1
80,,1
80,1,
80,,1
80,,1
80,,1
80,,1
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,1,
80,,1
80,,1
80,1,
80,,1
80,1,
80,1,
80,1,
80,1,
80,,
80,,
80,,
80,,1
80,,1
80,1,
80,,1
80,1,
80,1,
80,1,
80,,1
80,1,
80,1,
80,,1
80,1,
80,,1
80,,
80,1,
80,,1
80,,1
80,,1
80,,1
80,1,
80,1,
80,1,
80,1,
80,,1
80,,1
80,,1
80,,1
80,,1
80,,1
80,,1
80,,1
80,,1
80,1,
80,,1
80,,1
80,,1
80,,1
80,,
80,,1
80,1,
80,,1
80,,1
80,,
80,1,
80,1,
80,1,
80,,1
80,,1
80,,1
80,,1
80,,1
80,1,
80,1,
80,,1
80,,
80,,1
80,,
80,,
80,1,
80,,1
80,,1
80,1,
80,,1
80,,1
80,1,
80,1,
80,1,
81,1,
81,1,
81,1,
81,1,
81,1,
81,1,
81,1,
81,1,
81,1,
81,,1
81,1,
81,,1
81,,1
81,,
81,1,
81,1,
81,,1
81,1,
81,1,
81,1,
81,,1
81,1,
81,1,
81,1,
81,,1
81,1,
81,,
81,,
82,,
82,1,
82,1,
82,1,
82,1,
82,1,
82,,
82,,
82,,
82,,
82,,
82,1,
82,1,
82,1,
82,,
82,,
82,,
82,1,
82,1,
82,1,
82,1,
82,1,
82,1,
82,1,
82,,
82,1,
82,,1
82,,
82,,
82,,
82,,
82,1,
82,1,
82,1,
82,1,
82,1,
82,1,
82,1,
82,1,
82,,1
82,,
82,,1
82,,1
82,,1
82,,
82,,
82,,1
82,,
82,,
83,,
83,,
83,,1
83,,1
83,,1
83,,1
83,,1
83,,1
83,,
83,,1
83,1,
83,1,
83,1,
83,,1
83,,1
83,,1
83,,1
83,,1
83,,1
83,,1
83,,1
83,,1
83,,1
83,,1
83,,1
83,,
83,,
83,,1
83,1,
83,1,
83,1,
83,1,
83,1,
83,1,
83,1,
83,,
83,,
83,,
83,,
83,,
83,,